PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
580,Arab World,"Arab, Arabian",Europe,Western Europe,Switzerland,Without Homeland,Arab,1,No,"3,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Low,High,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,CHE,SZ,,47.454513,8.562528,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
14900,Arab World,"Arab, Arabian",Africa,Eastern Africa,Tanzania,Without Homeland,Arab,1,Yes,"64,000",No,swh,Swahili - (swh),Islam,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A001,C0013,100425,Arab,TZA,TZ,,-6.17948,39.218267,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,1
15071,Arab World,"Arab, Arabian",Africa,Eastern Africa,Uganda,Without Homeland,Arab,1,No,"13,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,4,Extreme,Not Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,UGA,UG,,0.363053,32.570537,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
12238,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,,"Arab, Emirati",1,Yes,"1,275,000",No,afb,Gulf Arabic - (afb),Islam,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",ARE,AE,,25.363461,55.427464,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
12245,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,"Arab, Omani",1,No,"114,000",Yes,acx,Omani Arabic - (acx),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,No,No,No,No,Yes,2,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",ARE,AE,MU,24.179657,55.673898,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,6a
42888,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Saudi Arabia,"Arab, Saudi",1,No,"141,000",Yes,acw,Hijazi Arabic - (acw),Islam,,,,Yes,No,No,Yes,No,No,2,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",ARE,AE,SA,25.219,55.387,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,5
12251,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,Shihuh,1,No,"8,000",Yes,ssh,Shihhi Arabic - (ssh),Islam,,,,Yes,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108942,Shihuh,ARE,AE,MU,25.97262,56.12282,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,6a
662,Arab World,"Arab, Arabian",Europe,Northern Europe,United Kingdom,Without Homeland,"Arab, Middle Eastern",3,Yes,"512,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,GBR,UK,,51.443695,0.105089,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,0
47300,Arab World,"Arab, Arabian",Americas,Northern America,United States,United Arab Emirates,"Arab, Gulf",1,No,"20,500",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,3,Little,Free,Moderate,High,Caution,A001,C0013,100427,"Arab, Gulf",USA,US,AE,34.09245,-118.316142,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
43615,Arab World,"Arab, Arabian",Americas,Northern America,United States,Saudi Arabia,"Arab, Saudi",1,No,"11,000",Yes,acw,Hijazi Arabic - (acw),Islam,,,,Yes,No,No,Yes,No,No,2,Little,Free,Moderate,High,Caution,A001,C0013,108748,"Arab, Saudi - Hijazi",USA,US,SA,42.254988,-83.191774,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,5
12271,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,United Arab Emirates,"Arab, Gulf",1,No,"20,000",Yes,afb,Gulf Arabic - (afb),Islam,,,,Yes,Yes,No,Yes,No,No,3,Extreme,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,100427,"Arab, Gulf",YEM,YM,AE,17.83421,49.72883,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
12278,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Hobyot,0,No,"35,500",No,hoh,Hobyót - (hoh),Islam,,,,No,No,No,No,No,No,0,Extreme,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,103851,Hobyot,YEM,YM,,17.174614,52.702407,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,8a
12282,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Mahra,1,No,"117,000",No,gdq,Mehri - (gdq),Islam,,,,Yes,No,No,No,No,No,1,Extreme,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,106046,Mahra,YEM,YM,,16.215052,52.187605,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,6b
12291,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Socotran,1,No,"119,000",,sqt,Soqotri - (sqt),Islam,,,,Yes,No,No,No,No,No,1,Extreme,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,109372,Socotran,YEM,YM,,12.48924,53.91675,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,8a
11272,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Algeria,Morocco,Saharawi,2,Yes,"179,000",Yes,mey,Hassaniyya - (mey),Islam,Yes,12,"Agro-Pastoralists, Service or Trade",Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Very High,High,Level 2: Exercise increased caution,A001,C0014,108512,Saharawi,DZA,AG,MO,27.674054,-8.146384,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
47457,Arab World,"Arab, Hassaniya",Americas,Northern America,Canada,Mauritania,Mauritanian,1,No,550,Yes,mey,Hassaniyya - (mey),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,3,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0014,106417,Moor,CAN,CA,MR,45.495,-73.6195,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11678,Arab World,"Arab, Hassaniya",Europe,Western Europe,France,Morocco,Saharawi,1,No,"25,000",Yes,mey,Hassaniyya - (mey),Islam,,,,Yes,Yes,No,Yes,No,No,3,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0014,108512,Saharawi,FRA,FR,MO,48.812923,2.457497,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
42766,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Libya,,"Berber, Jalo",1,No,"41,500",,mey,Hassaniyya - (mey),Islam,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,High,High,Level 4: Do not travel,A001,C0014,104164,"Berber, Jalo",LBY,LY,,29.0246,21.5585,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,3
13560,Arab World,"Arab, Hassaniya",Africa,Western Africa,Mali,Mauritania,Moor,1,No,"150,000",Yes,mey,Hassaniyya - (mey),Islam - Other / Marginal,Yes,1,Agro-Pastoralists,Yes,Yes,Yes,Yes,No,No,4,Extreme,Partly Free,Low,Moderate,Level 4: Do not travel,A001,C0014,106417,Moor,MLI,ML,MR,15.381,-11.475,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
13586,Arab World,"Arab, Hassaniya",Africa,Western Africa,Mauritania,,Moor,1,Yes,"2,045,000",No,mey,Hassaniyya - (mey),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Strenuous,Not Free,High,Low,Level 3: Reconsider travel,A001,C0014,106417,Moor,MRT,MR,,18.0508,-15.9685,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
42779,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,,"Bedouin, Gil",1,No,"47,500",,mey,Hassaniyya - (mey),Islam,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0014,103368,"Bedouin, Gil",MAR,MO,,34.0225,-2.0262,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,3
42775,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,,Haratine,1,No,"57,000",,mey,Hassaniyya - (mey),Islam,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0014,103715,Harratine,MAR,MO,,31.4549,-4.2502,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,3
42786,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,,Saharawi,1,Yes,"250,000",No,mey,Hassaniyya - (mey),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0014,108512,Saharawi,MAR,MO,,27.4266,-9.0523,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
42784,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,Mauritania,White Moor,1,No,"32,000",Yes,mey,Hassaniyya - (mey),Islam,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0014,106417,Moor,MAR,MO,MR,29.6994,-9.7372,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
13605,Arab World,"Arab, Hassaniya",Africa,Western Africa,Niger,Mauritania,Moor,1,No,"19,500",Yes,mey,Hassaniyya - (mey),Islam - Other / Marginal,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,3,Extreme,Partly Free,Moderate,Moderate,Level 3: Reconsider travel,A001,C0014,106417,Moor,NER,NG,MR,16.48046,5.26856,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
47280,Arab World,"Arab, Hassaniya",Americas,Northern America,United States,Mauritania,Mauritanian,1,No,"2,700",Yes,mey,Hassaniyya - (mey),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,3,Little,Free,Moderate,High,Caution,A001,C0014,106417,Moor,USA,US,MR,42.337648,-71.072716,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11264,Arab World,"Arab, Levant",Africa,Northern Africa,Algeria,Iraq,"Arab, Iraqi",1,No,"4,000",Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,Yes,Yes,Yes,No,5,Medium,Not Free,Very High,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",DZA,AG,IZ,36.7527,3.2106,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
20267,Arab World,"Arab, Levant",Oceania,Australia and New Zealand,Australia,Turkey,"Arab, Syro-Lebanese",6,Yes,"60,500",Yes,afb,Gulf Arabic - (afb),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,No,No,3,Little,Free,Low,High,Level 1: Exercise normal precautions,A001,C0015,109667,"Arab, Levantine",AUS,AS,TU,-33.829582,151.127741,Northern African and Middle Eastern Peoples,,2,No Longer Unreached,3
42374,Arab World,"Arab, Levant",Europe,Western Europe,Belgium,Iraq,Iraqi,1,No,"2,100",Yes,acm,Mesopotamian Arabic - (acm),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Low,Free,Moderate,Moderate,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",BEL,BE,IZ,50.853378,4.353942,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
16213,Arab World,"Arab, Levant",Americas,Caribbean,British Virgin Islands,Turkey,"Arab, Syro-Lebanese",1,No,60,Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Medium,Free,Moderate,High,Level 3: Reconsider travel,A001,C0015,109667,"Arab, Levantine",VGB,VI,TU,18.429935,-64.619626,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
47414,Arab World,"Arab, Levant",Americas,Northern America,Canada,Iraq,"Arab, Iraqi",1,Yes,"30,000",Yes,acm,Mesopotamian Arabic - (acm),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,104056,"Arab, Iraqi",CAN,CA,IZ,43.2609,-79.8885,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
47415,Arab World,"Arab, Levant",Americas,Northern America,Canada,Jordan,"Arab, Jordanian",1,Yes,"8,800",Yes,ajp,South Levantine Arabic - (ajp),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,104301,"Arab, Jordanian",CAN,CA,JO,43.693767,-79.392261,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
43431,Arab World,"Arab, Levant",Americas,Northern America,Canada,Lebanon,"Arab, Lebanese",1,Yes,"147,000",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,105688,"Arab, Lebanese",CAN,CA,LE,45.505,-73.6642,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
43452,Arab World,"Arab, Levant",Americas,Northern America,Canada,West Bank,"Arab, Palestinian",1,Yes,"7,400",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,107785,"Arab, Palestinian",CAN,CA,WE,43.5614,-79.6485,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
43482,Arab World,"Arab, Levant",Americas,Northern America,Canada,Syria,"Arab, Syrian",1,Yes,"22,000",Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,109662,"Arab, Syrian",CAN,CA,SY,43.6908,-79.6717,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,0
12980,Arab World,"Arab, Levant",Africa,Middle Africa,Congo,Lebanon,"Arab, Lebanese",1,No,"1,000",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Low,Low,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",COG,CF,LE,-4.265835,15.25975,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
13104,Arab World,"Arab, Levant",Africa,Western Africa,Côte d'Ivoire,Turkey,"Arab, Levantine",1,Yes,"54,500",Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Extreme,Partly Free,Low,High,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",CIV,IV,TU,5.345102,-4.014932,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,0
16402,Arab World,"Arab, Levant",Americas,Caribbean,Curaçao,Turkey,"Arab, Levantine",1,No,475,Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Medium,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,109667,"Arab, Levantine",CUW,UC,TU,12.143255,-68.915309,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
11471,Arab World,"Arab, Levant",Asia,Western Asia,Cyprus,,"Arabic, Cypriot",2,No,"10,000",,acy,Cypriot Arabic - (acy),Christianity - Roman Catholic,,,,Yes,No,No,No,No,No,1,Low,Free,Moderate,Moderate,Level 1: Exercise normal precautions,A001,C0015,102343,"Cypriot, Arab",CYP,CY,,35.337437,33.012946,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,8a
16312,Arab World,"Arab, Levant",Americas,Caribbean,Dominican Republic,Lebanon,Lebanese,1,No,"3,600",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Medium,Partly Free,Low,Low,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",DOM,DR,LE,18.483713,-69.927916,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11511,Arab World,"Arab, Levant",Africa,Northern Africa,Egypt,Turkey,"Arab, Levantine",1,No,"92,000",Yes,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",EGY,EG,TU,29.9964,31.2621,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
11503,Arab World,"Arab, Levant",Africa,Northern Africa,Egypt,West Bank,"Arab, Palestinian",1,No,"67,500",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",EGY,EG,WE,30.129,31.3999,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
39263,Arab World,"Arab, Levant",Americas,Central America,El Salvador,West Bank,"Arab, Palestinian",1,No,"1,700",Yes,ajp,South Levantine Arabic - (ajp),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Strenuous,Free,Low,Low,Level 3: Reconsider travel,A001,C0015,107785,"Arab, Palestinian",SLV,ES,WE,13.707534,-89.237541,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
42706,Arab World,"Arab, Levant",Africa,Eastern Africa,Eritrea,West Bank,"Arab, Palestinian",1,No,"49,000",Yes,ajp,South Levantine Arabic - (ajp),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Extreme,Not Free,Very High,Low,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",ERI,ER,WE,15.333751,38.932292,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11667,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Iraqi",1,No,"25,000",,acm,Mesopotamian Arabic - (acm),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",FRA,FR,,48.791679,2.358407,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11669,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Jordanian",1,Yes,"25,000",,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104301,"Arab, Jordanian",FRA,FR,,48.8352,2.253323,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,0
11672,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Lebanese",1,No,"25,000",,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,No,2,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",FRA,FR,,48.848431,2.268764,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11676,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Palestinian",1,No,"25,000",,ajp,South Levantine Arabic - (ajp),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",FRA,FR,,48.924162,2.209947,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11682,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Syrian",1,No,"53,500",,arb,Standard Arabic - (arb),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,109662,"Arab, Syrian",FRA,FR,,48.866091,2.288952,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,0
11663,Arab World,"Arab, Levant",Europe,Western Europe,France,Syria,Druze,1,No,"25,000",Yes,apc,North Levantine Arabic - (apc),Islam,,,,Yes,No,No,Yes,No,No,2,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,102733,Druze,FRA,FR,SY,48.874834,2.34127,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
49405,Arab World,"Arab, Levant",Europe,Western Europe,France,Turkey,Middle Eastern Arabs,1,No,"159,000",,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,No,2,Low,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",FRA,FR,TU,48.8567,2.3508,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
22280,Arab World,"Arab, Levant",Americas,South America,French Guiana,Lebanon,"Arab, Lebanese",1,No,"1,400",Yes,apc,North Levantine Arabic - (apc),Christianity - Roman Catholic,,,,Yes,No,No,Yes,No,No,2,Medium,Free,Moderate,High,Caution,A001,C0015,105688,"Arab, Lebanese",GUF,FG,LE,4.896295,-52.286077,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
11686,Arab World,"Arab, Levant",Asia,Western Asia,Gaza Strip,West Bank,"Arab, Palestinian",2,No,"2,015,000",Yes,ajp,South Levantine Arabic - (ajp),Islam,,,,Yes,Yes,Yes,Yes,No,Yes,5,Low,Not Free,Moderate,Very High,Caution,A001,C0015,107785,"Arab, Palestinian",XGZ,GZ,WE,31.347424,34.305955,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
42458,Arab World,"Arab, Levant",Europe,Western Europe,Germany,Jordan,"Arab, Middle Eastern",1,No,"62,000",Yes,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104301,"Arab, Jordanian",DEU,GM,JO,52.51761,13.408391,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
42455,Arab World,"Arab, Levant",Europe,Western Europe,Germany,Syria,"Arab, Syrian",1,Yes,"197,000",Yes,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,No,2,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,109662,"Arab, Syrian",DEU,GM,SY,52.520152,13.382494,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
42436,Arab World,"Arab, Levant",Europe,Western Europe,Germany,Iraq,Iraqi,1,No,"76,500",Yes,acm,Mesopotamian Arabic - (acm),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",DEU,GM,IZ,52.539593,13.368876,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
49968,Arab World,"Arab, Levant",Europe,Southern Europe,Greece,Iraq,Iraqi,3,Yes,"5,600",,acm,Mesopotamian Arabic - (acm),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Low,Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0015,104056,"Arab, Iraqi",GRC,GR,IZ,37.9696,23.6394,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
49967,Arab World,"Arab, Levant",Europe,Southern Europe,Greece,Syria,Syrians,1,Yes,"10,000",,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,No,2,Low,Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0015,109662,"Arab, Syrian",GRC,GR,SY,37.9509,23.6489,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,3
16350,Arab World,"Arab, Levant",Americas,Caribbean,Guadeloupe,Syria,"Arab, Syrian",1,No,950,Yes,apc,North Levantine Arabic - (apc),Christianity - Roman Catholic,,,,Yes,No,No,Yes,No,No,2,Medium,Free,Moderate,High,Caution,A001,C0015,109662,"Arab, Syrian",GLP,GP,SY,16.211683,-61.480524,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,3
